filename,person_id,age,color_cast_severity,is_grayscale
001A02.JPG,001,2,0.0,True
001A05.JPG,001,5,0.0,True
001A08.JPG,001,8,0.0,True
001A10.JPG,001,10,0.0,True
001A14.JPG,001,14,27.345,False
001A16.JPG,001,16,0.0,True
001A18.JPG,001,18,44.473,False
001A19.JPG,001,19,49.263,False
001A22.JPG,001,22,22.946,False
001A28.JPG,001,28,12.568,False
001A29.JPG,001,29,16.904,False
001A33.JPG,001,33,10.678,False
001A40.JPG,001,40,15.651,False
001A43a.JPG,001,43,21.089,False
001A43b.JPG,001,43,17.804,False
002A03.JPG,002,3,34.448,False
002A04.JPG,002,4,0.0,True
002A05.JPG,002,5,0.0,True
002A07.JPG,002,7,0.0,True
002A12.JPG,002,12,0.0,True
002A15.JPG,002,15,0.0,True
002A16.JPG,002,16,41.426,False
002A18.JPG,002,18,23.425,False
002A20.JPG,002,20,46.531,False
002A21.JPG,002,21,31.321,False
002A23.JPG,002,23,20.949,False
002A26.JPG,002,26,22.611,False
002A29.JPG,002,29,16.207,False
002A31.JPG,002,31,12.631,False
002A36.JPG,002,36,15.327,False
002A38.JPG,002,38,13.75,False
003A18.JPG,003,18,0.0,True
003A20.JPG,003,20,0.0,True
003A23.JPG,003,23,0.0,True
003A25.JPG,003,25,0.0,True
003A35.JPG,003,35,45.313,False
003A38.JPG,003,38,0.0,True
003A47.JPG,003,47,19.703,False
003A49.JPG,003,49,29.479,False
003A51.JPG,003,51,9.524,False
003A58.JPG,003,58,16.752,False
003A60.JPG,003,60,12.761,False
003A61.JPG,003,61,19.142,False
004A19.JPG,004,19,0.0,True
004A21.JPG,004,21,0.0,True
004A26.JPG,004,26,0.0,True
004A28.JPG,004,28,0.0,True
004A30.JPG,004,30,27.033,False
004A37.JPG,004,37,50.096,False
004A40.JPG,004,40,11.171,False
004A48.JPG,004,48,7.936,False
004A51.JPG,004,51,16.437,False
004A53.JPG,004,53,14.668,False
004A62.JPG,004,62,19.565,False
004A63.JPG,004,63,17.842,False
005A18.JPG,005,18,0.0,True
005A24.JPG,005,24,0.0,True
005A30.JPG,005,30,0.0,True
005A31.JPG,005,31,0.0,True
005A35.JPG,005,35,13.613,False
005A40.JPG,005,40,16.159,False
005A45.JPG,005,45,23.761,False
005A48.JPG,005,48,10.999,False
005A49.JPG,005,49,16.618,False
005A52.JPG,005,52,17.768,False
005A61.JPG,005,61,22.444,False
006A24.JPG,006,24,0.0,True
006A28.JPG,006,28,0.0,True
006A31.JPG,006,31,0.0,True
006A36.JPG,006,36,0.0,True
006A40.JPG,006,40,21.519,False
006A42.JPG,006,42,23.094,False
006A46.JPG,006,46,0.0,True
006A51.JPG,006,51,23.515,False
006A55.JPG,006,55,13.842,False
006A61.JPG,006,61,18.655,False
006A67.JPG,006,67,25.795,False
006A69.JPG,006,69,23.621,False
007A01.JPG,007,1,0.0,True
007A18.JPG,007,18,0.0,True
007A22.JPG,007,22,0.0,True
007A23.JPG,007,23,35.308,False
007A26.JPG,007,26,22.231,False
007A37.JPG,007,37,25.621,False
007A38.JPG,007,38,13.046,False
007A39.JPG,007,39,13.203,False
007A45.JPG,007,45,15.659,False
008A03.JPG,008,3,0.0,True
008A06.JPG,008,6,0.0,True
008A08.JPG,008,8,0.0,True
008A12.JPG,008,12,25.016,False
008A13.JPG,008,13,35.964,False
008A16.JPG,008,16,40.604,False
008A17.JPG,008,17,18.92,False
008A18.JPG,008,18,32.989,False
008A21.JPG,008,21,21.083,False
008A29.JPG,008,29,17.493,False
008A30.JPG,008,30,12.311,False
008A31.JPG,008,31,14.63,False
008A33.JPG,008,33,13.322,False
008A35.JPG,008,35,12.397,False
008A41.JPG,008,41,21.821,False
009A00.JPG,009,0,30.438,False
009A01.JPG,009,1,29.708,False
009A03.JPG,009,3,17.009,False
009A05.JPG,009,5,16.151,False
009A09.JPG,009,9,14.276,False
009A11.JPG,009,11,23.652,False
009A13.JPG,009,13,12.538,False
009A14.JPG,009,14,28.037,False
009A16a.JPG,009,16,12.255,False
009A16b.JPG,009,16,17.097,False
009A18.JPG,009,18,13.866,False
009A22a.JPG,009,22,34.733,False
009A22b.JPG,009,22,29.504,False
010A01.JPG,010,1,23.188,False
010A04.JPG,010,4,29.145,False
010A05.JPG,010,5,15.325,False
010A06.JPG,010,6,13.776,False
010A07a.JPG,010,7,21.5,False
010A07b.JPG,010,7,16.958,False
010A09.JPG,010,9,19.377,False
010A10.JPG,010,10,26.897,False
010A12.JPG,010,12,20.078,False
010A15.JPG,010,15,6.808,False
010A16.JPG,010,16,8.711,False
010A18.JPG,010,18,18.662,False
011A02.JPG,011,2,0.0,True
011A05.JPG,011,5,0.0,True
011A07.JPG,011,7,0.0,True
011A11.JPG,011,11,22.563,False
011A13.JPG,011,13,0.0,True
011A14.JPG,011,14,15.61,False
011A15.JPG,011,15,42.41,False
011A17.JPG,011,17,0.0,True
011A20.JPG,011,20,19.536,False
011A27.JPG,011,27,12.514,False
011A30.JPG,011,30,11.685,False
011A34.JPG,011,34,10.651,False
011A40.JPG,011,40,30.109,False
011A42.JPG,011,42,24.698,False
012A04.JPG,012,4,0.0,True
012A07.JPG,012,7,0.0,True
012A12.JPG,012,12,42.602,False
012A14.JPG,012,14,16.144,False
012A18.JPG,012,18,19.426,False
012A21.JPG,012,21,16.851,False
012A23.JPG,012,23,9.247,False
012A24.JPG,012,24,14.917,False
012A25.JPG,012,25,13.035,False
012A26.JPG,012,26,14.824,False
012A27.JPG,012,27,12.379,False
012A30.JPG,012,30,15.251,False
012A32.JPG,012,32,10.146,False
012A34.JPG,012,34,9.999,False
012A36.JPG,012,36,7.609,False
013A00.JPG,013,0,0.0,True
013A08.JPG,013,8,0.0,True
013A16.JPG,013,16,0.0,True
013A18.JPG,013,18,0.0,True
013A19.JPG,013,19,0.0,True
013A21.JPG,013,21,32.834,False
013A23.JPG,013,23,10.452,False
013A25.JPG,013,25,16.257,False
013A30.JPG,013,30,9.857,False
013A34.JPG,013,34,17.7,False
013A41.JPG,013,41,12.276,False
013A44.JPG,013,44,16.394,False
014A03.JPG,014,3,0.0,True
014A12.JPG,014,12,0.0,True
014A14.JPG,014,14,0.0,True
014A16.JPG,014,16,0.0,True
014A18.JPG,014,18,0.0,True
014A22.JPG,014,22,18.505,False
014A30.JPG,014,30,10.701,False
014A36.JPG,014,36,17.482,False
014A40.JPG,014,40,16.069,False
014A42.JPG,014,42,19.166,False
015A00.JPG,015,0,14.663,False
015A01.JPG,015,1,19.257,False
015A03.JPG,015,3,23.857,False
015A04.JPG,015,4,9.996,False
015A05.JPG,015,5,16.78,False
015A07.JPG,015,7,15.439,False
015A09.JPG,015,9,15.605,False
015A10.JPG,015,10,24.881,False
015A12.JPG,015,12,13.972,False
015A14.JPG,015,14,26.912,False
015A15.JPG,015,15,15.94,False
015A17.JPG,015,17,16.905,False
015A19.JPG,015,19,16.758,False
016A01.JPG,016,1,23.132,False
